full_text,sentiment
"Kehadiran ibu kepada empat cahaya mata itu ditemani kakaknya Emma, selaku wakil bagi sesi Jawatankuasa Pendamai (JKP) susulan permohonan perceraian terhadap suaminya, Datuk Seri Adnan Abu pada 25 Oktober lalu.  #Kool101 #AdiraSuhaimi   Sumber: @kosmo_online",Positive
"@Patrickfedrian @kegblgnunfaedh lah, profesor masa masih diajarin anak TK.   dia berani poligami dan berjalan lancar jadi bukti kan klo dia punya ilmu dan paham caranya berlaku adil.   justru yg perlu khawatir itu lu sama gw, satu aja blm tentu aman dari perceraian.",Negative
"@YoungHatters @SkylerWhore @mashobeat @pricilliameimor @Pai_C1 Saya kalo jadi kamu mending bundir, sudah toxic, darurat identitas, ngebet nikah pula.  Kasian istri nya nanti jadi bahan KDRT. Orang orang seperti kamu lah yang menambah angka perceraian di indo wkwkw",Positive
mengungkapkan bahwa kabar perceraian antara dirinya dan @dudeharlino adalah fitnah belaka. Mereka tetap saling mencintai dan berjuang untuk mempertahankan rumah tangga mereka. Jangan percaya pada gosip palsu!,Positive
"Jujur saja perselingkuhan dan poligami membuat aku berpikir 1000 kali buat menikah. Memang menikah itu ibadah tapi ibadah yang seperti apa yang menjadikan menikah itu layaknya permainan dan poligami atau perceraian itu layaknya ganti baju""🙄🤔""",Positive
halah ngawur. Buktiny banyak perceraian,Neutral
Jir banten pantesan angka perceraian nya tinggi wkwkwkwk 😭,Positive
"@nazwahumairah1 @moviemenfes aku smp skrg blm jd ntn karena ini T.T  trs ragu gara2 aku sukaaaaa Yoo Ah In, tapi kecewa krn desas-desusnya dia alasan perceraian SJK &amp  SHK dan karena dia kmrn kasus narkoba. Jd mls gtu deh hahahah",Negative
"sejahtera gak melulu soal uang, tp perceraian alasan paling utama rata rata krna ekonomi rumah tangga.",Neutral
"@etayhereal Kasian si pakin mana dia dah di ambang perceraian, malah 2 gengnya makin bucin tolol 😭",Negative
@kawaii2kowai @18fesss itulah sebabnya ada mekanisme perceraian 😂🤣.,Neutral
"@LinggarZuke @HettyPraba Etika itu tindakan yg behubungan dg budaya/tradisi. Melanggar budaya = melanggar etik.  Tapi pelanggaran etika versi ente mungkin : - perceraian - ganti baju - dst yg berbau ketidaksetiaan pilihan seseorang.  Sekali doyan jengkol, selamanya harus makan jengkol. lucu...",Positive
"@yaudasie @daredefvil @18fesss Gak cuma di kolom reply, tapi se indonesia membuktikan yang mayoritas muslim ini kasus perceraian terbesar karna ekonomi dan itu fakta by data. Jadi bener mbaknya sender kalo butuh pertimbangan dan saran, suaminya harusnya yang perlu banyak wawasan",Positive
"@puteyeyo @18fesss Kalau udah ga sefrekuensi, susah kakk. Mau sampe berbusa pun kl udah ngerasa ga cocok ya ga bisa. Pernah denger kan perceraian terjadi karena udh ga sepaham? Nah, nikah cerai karena itu aj bisa, apalagi pacaran",Negative
"Ih berisik bgt bilang sejahtera gak melulu soal uang. Lu liat gak sih angka perceraian di Indonesia tuh makin tinggi? Apa faktor terbanyak dari perceraian itu? Karena ekonomi mereka gak mumpuni. Emg bener hrs kejar akhirat, tapi seimbangin sm ikhtiar jir",Negative
"Gass nder Bukannya mendukung perceraian ya, tapi suaminya ni😒",Negative
"@grungkers @aangtwy Tapi segalanya butuh uang. Liat aja banyak kasus perceraian karena apa? Ya ekonomi.  Ya Allah amit dapet suami pemikiran kayak gini. Semoga aku dan keturunanku ga bakal dapet jodoh kayak si tolol ini. Aamiin""",Positive
@yaudasie @daredefvil @18fesss Tapi faktor utama perceraian di negara kita yang mayoritas islami ini adalah FINANSIAL mbak. faktor ekonomi slalu jadi pokok sumber masalah pernikahan. Bukankah bagus jika menjauhi yg mudharat? Imam emang harus diikuti tapi harus bisa bijak dan jernih dlm mengambil keputusan.,Negative
@grungkers @aangtwy Justru dengan memiliki ekonomi yang mapan dan sangat mencukupi bisa menciptakan keluarga yang bahagia. Kamu tahu gak salah satu faktor utama pertengkaran yang berujung perceraian itu karena adanya masalah ekonomi?,Positive
"Sikit sikit tak pe la kalau nak curhat pasal perceraian kau tapi jangan la pulak kau nak tanya what would you do if you were at his place"".  Puan, if I were him, I wouldn't bat an eye on you in the first place.  Semua pendapat aku bukannya concrete truth pun. Aku bukan maksum.""",Negative
@mowlor itu masih slide awal pokonya yg ttg perceraian idk but it hurt me so bad,Negative
"Nah sepasang lagi couple yg sejak awal ambigu hubungan mereka, mau apa sih...  Tp ternyata ada trauma perceraian ternyata yg buat Guan Ji blm bs berkomitmen setia   Tp pasangan ini yg paling cepet jadiannya malah 😄  ＃以爱为营 #OnlyForLove #LiuDongQin #JiangPeiYao https://t.co/ep93qiL4K9",Negative
"@jeara_sjeara1 Jadi salma berat amat. Uda sempet kdrt, keguguran, bobok sm iparmya, skrg diambang perceraian. Duh awas aja si agar-agar itu nyesel cihh",Negative
"kenapa angka perceraian tinggi? ya rata karena faktor ekonomi. bnyak orang yg berpikir nikah dulu rezeki pasti ada  iya rezekinya ada, soalnya dikasi sama orang sekitarnya (utang)""",Positive
"fyi perceraian krna ekonomi tuh diatas 20%, alasan kedua tertinggi setelah perselingkuhan. btw lu bawa2 agama terus, tau ga haram hukumnya lelaki menikahi wanita jika tidak bisa menafkahi? jaman skrng 3.5 cmn cukup buat makan, trus kebutuhan lainnya gmn? sklh anak, listrik dll?",Positive
"konteks tweet atas mungkin pas denger cerita perceraian ortu gw, tp lo sendiri pas diposisikan di kurang lebih masalah yg sama, gaakan bisa kan? no second chance kan? its not just theory, its a real life, get a fucking grip",Negative
Arc sidang perceraian Yuji dan Sukuna dimulai wkwk #呪術本誌,Positive
@aniblogsan52394 @kriukkriukkres @starvader2 @sczeve Perceraian ada karna gaji suami 3jt ya bang?,Neutral
@kriukkriukkres @starvader2 @sczeve banyak kok. makanya banyakin tahu realitas biar gak asal nyerocos aja bantahin orang. perceraian bukan dibuat tanpa alasan,Negative
@sorrowandglow @prajuritRindu @yaelahgard @sczeve emang faktanya begitu banyak dan selingkuh. lihat aja beberapa kasus perceraian,Negative
@sczeve blom tau dia kalau salah satu penyebab terbesar perceraian itu karena financial strain dan debt.,Negative
"Alasan perceraian nomor dua terbanyak itu masalah EKONOMI.  Yap, betul sejahtera nggak melulu soal uang. Tapi ketika ada yang lebih berefek"", baiknya menabung dulu toh?  Bukan nggak rela miskin harta, tapi biar minimal nggak berhutang ketika salah satu memutuskan tidak bekerja.""",Positive
"@duniauli yaudah berarti karena ekonomi dong? kenapa lu memaksakan supaya ada campur tangan patriarki dalam masalah perceraian, ini semakin nunjukin lu berargumen hanya untuk nunjukin bahwa patriarki salah, tapi sayangnya ga semua orang punya pemikiran tentang patriarki sama kaya lu",Negative
"Gue aja baru tau belakangan inj kalo dokumen gugatan perceraian itu bisa diakses dokumen lengkapnya di situs MA, gara-gara dikasih tau @dita_wr 😅",Negative
"@duniauli kalo penelitian itu ada, apaka dia survey kesemua istri yg udah nikah tanpa melewatkan satu pun? engga kan, kalo ada survey nya, gaperlu deh semua wanita yg udah nikah, minimal 1jt orang di survey,  dan hasilnya perceraian karena pengaruh patriarki, baru gua percaya",Positive
"@nobody6090 klo memang budaya patriarki itu normal dan bukan dianggap sebagai salah satu isu terjadinya perceraian, kayaknya gaada peneliti yang mau neliti pengaruh budaya patriarki dalam kasus cerai"" gabakal ada.""",Negative
@nobody6090 75% kasus perceraian di tahun 2022 diajukan pihak istri bukan cerai talak dari suami. klo u pengen berpegang teguh 'patriarki itu gapapa' ya hak u sih. cuma klo pernikahan kalian ada geronjalan dan berakhir istri menceraikan wkwkwkwkwkwk ya gimana lagi,Positive
@nobody6090 waw benarkah min? kerasaan kesenjangan gender di rumah tangga bisa menimbulkan perselisihan yang dimana itu adalah kasus cerai gugat tertinggi 2022. sedangkan ekonomi kasus cerai gugat kedua di tahun 2022. u harus baca pengaruh budaya patriarki untuk kasus perceraian sih wkwk,Positive
"@duniauli kalo masalah perceraian karena ekonomi yaitu mostly pure karena ekonomi bukan karena hal lain, kalo perceraian pure karena patriarki gua gapernah denger deh, lagipula kalo lu gasuka dipatriarikin ya lu jangan berharap dikasih duit sama suami lu, karena  biaya atau nafkah(1/2)",Negative
@aniblogsan52394 @yaelahgard @sczeve LOH EMANG JUGA SEMUA LAKI MINDERAN KAYA ANDA? Eh atau pasangan anda? Kasus perceraian terbesar itu masalah ekonomi. Bisa aja akhirnya juga cerai karena perekonomian mereka jomplang. Anak perempuan diambil dari keluarganya itu buat dibahagiain.,Positive
@prajuritRindu @yaelahgard @sczeve JAWAB DONG EMANG SEMUA LAKI LAKI SEPERTI ITU? ANDA JANGAN HERAN KENAPA TIAP BULAN ADA KASUS PERCERAIAN DI KUA. NIKAH ITU KAYAK INVESTASI BISA PROFIT BISA BONCOS,Positive
"@BanyuSadewa Pernah di telfon pas jam kerja, ngabarin bokap gugat cerai nyokap. Padhal aku masi training, baru banget di kantor, masi adaptasi hdp sendiri di kota orang, tetiba kudu ngurusin perceraian ortu dr sini wkwkwk",Positive
Riil pacaran belom pernah tp enih bikin menangis meraung-raung meratapi perceraian q yg ke 10x😞☝🏻  + kidult bjir kenapa sedih bgt ya itu😔😔😔,Negative
@worksfess Kalo aku tetap bakal bertahan nder  Apalagi suami mu karena hal kaya gini sampe ngancam hal terburuk? Apakah itu perceraian? Ego sih kalau sampai seperti itu,Negative
"Ini sbenrnya resign gak resign bakal ujunga cerai gak si? (Ya Allah maap udah soktau) tp lihat tingkat perceraian di indo tuh kebanyakan gara"" masalah ekonomi 😔.   Ya itupun kalo suaminya punya pikiran terbuka dan menerima istrinya ttp kerja mngkin kata perceraian tdk akan trjd""",Positive
@khrnnd kl yg hukumnya haram dinikahi karena pernikahan itu saudara kandung dari si istri (ipar perempuan) Kalau ada perceraian hukumnya jd boleh si laki-laki menikah dengan mantan iparnya.,Negative
@duniaafantasi @efwebesofficial kayaknya perceraian adalah opsi paling terakhir ketika memang udah ga bisa lagi dibicarakan atau diselamatkan.  tapi dalam pernikahan kayaknya udah ga bisa lagi cuma mengedepankan ego masing-masing. ya diselesaikan masalahnya dulu. ga ada masalah yg ga ada penyelesaian.,Positive
tanggal 14 oktober kita tetapkan ygy anniv perceraian treydia https://t.co/cfrAisW0bn,Neutral
"Fase perceraian orang tua itu ternyata seberat ini. Berat banget..  ratusan kali bangkit,  ribuan kali jatuh dan patah.",Negative
"nih tapi ide sendernya boleh juga, gue upload treydia divorced au tuh pertama kali kapan sih, gue jadiin itu tanggal anniv cerai 🙏🏻🙏🏻 kita akan rayakan hari perceraian treydia /JJJJJJJJJJJJJJ",Positive
FYI kalau menurut islam mertua itu selamanya akan jd mahram (layaknya orang tua sendiri) bahkan kalaupun ada perceraian. Jadi ya emg udh jd kayak orang tua kita sendiri. Wajar bgtt kl dtg apalagi ini kan status nya cerai mati yg bukan optional.,Positive
@queenschoIar SEPEMIKIRAN ANJIRRRRR kek kenapa lu mau merayakan perceraian 😭😭😭😭,Positive
"@SmudgeStan @abu_mahdzuroh Iya ini juga bisa kak, tapi alasan kenapa gw menyarankan menanyakan masalah perjaka/perawan  karena skrng banyak bgt laki2 maupun wanita yg tidak layak dijadikan pasangan  gw sebagai wanita miris bgt, liat kasus perceraian karena laki2nya doyan jajan",Negative
"@J0YCELLINE @kucilpung @VindhTR itu dia, kalau lakiknya nggak koperatif"" dia punya ""kuasa"" untuk mempersulit/memperlama proses perceraian. kayak minta mediasi berulang2""",Positive
@queenschoIar dateng ke perceraian gw ya pat nanti gw dateng ke yang lu,Neutral
"gue keinget cerita nyokap pas lagi ngurus perceraian, she said hakim bahkan sampe bilang 'tunggu dulu, masih bisa rujuk ini' doi langsung lari keluar ruang sidang, dikejer ama pengacaranya.",Neutral
@aksaraalukaa_ Haha bukan korban perceraian tapi korban ketidakharmonisan💔,Negative
"@VindhTR imo itu ditanyain hakimnya soal yakin atau gak itu karna kewajiban mediasi hakim kak, cowo jg pasti bakal ditanyain kaya gt kok kalo kasus perceraian",Positive
@VindhTR ah kaga gue ngurus perceraian cpt kok gue lagi yg ngajuin😂,Negative
"@haloimandrea @VindhTR iyaa, kata bapak saya kalau hakim wanita pas kasus perceraian dan pengajuan poligami biasanya lebih tegas ke pihak laki dan perempuan. kalau hakim laki emang agak laen kalau kata bapak saya",Positive
"@VindhTR @Blueband2233 sama aja sih mbak sebenarnya, dari 20 kasus perceraian yg ditangani bapak saya, malah banyak laki2 dipersulit untuk cerai. ada perempuan yg dipersulit, itu pekerjaannya pns dan yg mempersulit malah kepala dinasnya",Negative
"@grungkers @wickedbunnies @18fesss Sejahtera ga melulu soal uang"" suami gak bersyukur dikasih istri mapan kok disuruh resign hidup susah gakpp kalau suaminya pengusaha tambang bisa mencukupi semua kebutuhan lah ini gaji 3,5 jt mana cukup, buktinya banyak perceraian terjadi faktor ekonomi""",Negative
"@aaadisssiiiii Gk nyambung, terus gimana emang aku tidak mendukung poligami dan perceraian karena memang melawan perintah Allah . Kamu mau dukung mau kamu poligami i dont even care . You do you",Negative
"anti bgt disenggol persoalan keluarga gini, kalo aku yg ngalamin mungkin udah kupantek pantekkan di depan mukanya. tapi ini yang ngalamin adek aku, masih smp kelas 9, dia juga yang menyaksikan langsung perceraian orang tua aku,",Negative
"@anaknyabunaa @reretwist_ @sryaniiii Maaf karena udah bikin salah paham, aku ga nyalahin mbaknya soal perceraian tsb, diselingkuhi pure salah yg selingkuh (makanya aku bilang karena godaan setan, akhirnya cerai)",Negative
"@sryaniiii Mbak, serius kalau sama kamu mau diviralin juga gapapa, biar makhluk menjijikkan itu kena mental juga.  Peluk jauh dari aku ya mba, aku berdoa semoga kamu mendapatkan kebahagiaan yg melebihi apapun dan selalu dikelilingi org² baik, semoga proses perceraian kamu jg dilancarkan.",Positive
@bnsphrxyzzz yang pria galak yang wanita juga galak...pantes banyak kasus perceraian 🤭🙏,Neutral
"@icannn___ @tanyarlfes Wkwk ga nyambung banget ini, itu mah bahas perceraian. Paling gak gugling dulu lah",Positive
"Selain buat kepo kasus perceraian, website mahkamah agung rupanya juga memberi informasi siapa caleg2 artis yang baru ganti nama agar nama di surat suara nanti nama panggungnya 😃 https://t.co/OM5blOIkE3",Positive
"@paiNFTs1 @septian_ben @tanyarlfes Iyaa aamiin, karna emang perceraian gak dianjurkan",Positive
Ada yg bisa joki cariin putusan mediasi perceraian gaa? #zonaba #zonauang,Neutral
"@mondayhaters92 @UJunami @tanyarlfes Gak juga. Bahkan agama pun membolehkan perceraian walaupun hal itu ga dianjurkan. Kalau sang istri memang pengen banget punya anak biologis, ya diskusikan saja dgn suaminya. Kalau memang keduanya ga menemukan jalan lain selain cerai, ya udah cerai aja.",Negative
"@maafinea @salsakyuuu @ngantooq @tanyarlfes Kalau istrinya smart. Balasnya, Maaf jangan bawa bawa aku ke dosa kamu. Hari itu juga akan aku urus surat perceraian kita.""""",Positive
"@aisunliquefy @salsakyuuu @ngantooq @tanyarlfes Kalau jadi istrinya jawaban ter savage adalah, iyain terus pasca melahirkan kasih surat perceraian. Menghidupkan satu anak sampe gede aja udah PR banget di zaman sekarang apalagi mau sekompleks.",Positive
Pernah lihat putusan perceraian lebih dr 50 halaman? Yak betul semangatz,Positive
ford warnain rambutnya biar keren di hari perceraian (msp macau) awoakwoaowkaow hot boys/girls dyed their hair after breaking up🤙,Positive
"@tanyarlfes Hobi selingkuh tuh susah berubah nya nder :) mending putus pas pacaran ketimbang ribet urus perceraian asli""",Negative
@lullabestiiii @jogmfs minta data perceraian tahun ini dong 😌,Positive
Baru bener bener dengerin dan menyelami lirik lagu di albumbya young K yang baru... ABIS URUS PERCERAIAN YANG KE 10 YA KAMU BANG? SEDIH AMAT 😭,Negative
"“Ibu juga ingin meminta maaf karena membuat Aa menderita atas perceraian kami. Tidak seorang pun anak harus melalui semua itu. Aa mau maafin Ibu?” Aku hanya mengangguk, mengiyakan. Tidak terasa air mata membasahi pipi ini.  (5/8)",Positive
"“Pasti Aa punya banyak pertanyaan untuk Ibu.” Aku duduk di samping Ibu, masih tidak percaya. “Pertama, Ibu ingin meminta maaf kalau Aa merasa bertanggung jawab atas perceraian Ibu dan ayah. Itu sama sekali bukan salah Aa.”  (4/8)",Positive
@zy_zy_its_me Kalau perempuannya baik terus laki2nya juga baik tentu tak akan ada perceraian !!!  Semudah itu logikanya !!!  Tentu kita tak mau punya ibu negara yg blangsak atau presiden yg laki2 bangsat !!!  Atau dua-duanya brengsek ???,Negative
Akhir-akhir ini berita kalo ga pembunuhan ya perceraian😔,Positive
"@hoely_fucc Sudah mencukupi pasal perzinahan,pas perceraian di pengadilan minta harta gono gini dan uang bulanan suami ga bisa ngasih bulanan masuk penjara hahahah..hancur bareng2 sama si cewe",Positive
@Aldiyah2021 Memang... perceraian sangat di benci Tuhan Tapi jika memang sudah tidak dapat di pertahankan... gak ada pilihan lain... Itu jalan satu-satunya,Negative
"@ratu7indonesia2 @kegblgnunfaedh Tidak selamanya konteksmu itu benar, ada kalanya ketika tidak pacaran langsung menikah kemudian malah terjadi  berbagai macam masalah pernikahan. Silahkan baca2 putusan pengadilan mengenai perceraian.",Negative
"@esmiyloanget @sryaniiii Sorry sy ralat, mksdnya alasan perceraian, bukan pernikahan.",Negative
"Temen2ku sering curhat mslh RTnya tp ngasi solusi cerai adl pilihan terakhir karna perceraian itu dibenci Allah. Aku sll bilang bicarakan dulu sm pasangan apapun masalahnya. Ortu saja ga berhak nyuruh anaknya cerai, ini cm dgr satu mf aja lgsg wasweswos.",Negative
Org bagi nasihat agama elok2 utk marriage life dia… tapi dia punya koyak &amp  ego tuu sampai block tros. Buat taklik perceraian ni benda dibenci Allah. Betul laa Ulamak cakap… zaman skrg ramai org Islam pd identiti sahaja… tetapi Islam tak masuk sepenuhnya dlm diri dorang. Kesian https://t.co/iUVMKBccGX,Negative
